C.1.8.11,C.2.8.11,N.2.8.11,N.3.8.11,NF.3.8.11,NP.3.8.11,NPF.1.8.11,NPF.2.8.11,NPF.3.8.11,P.1.8.11,P.2.8.11,P.3.8.11,PF.1.8.11,PF.2.8.11,PF.3.8.11,Tote.1.8.9,Tote.2.8.9,Tote.3.8.9,Tote.4.8.9,C.2.8.20,C.3.8.20,F.1.8.20,F.2.8.20,F.3.8.20,N.1.8.20,N.2.8.20,N.3.8.20,NF.1.8.20,NF.2.8.20,NF.3.8.20,NP.1.8.20,NP.2.8.20,NP.3.8.20,NPF.1.8.20,NPF.2.8.20,NPF.3.8.20,P.1.8.20,P.2.8.20,P.3.8.20,PF.1.8.20,PF.2.8.20,PF.3.8.20,C.2.8.27,C.3.8.27,F.1.8.27,F.2.8.27,F.3.8.27,N.3.8.27,NF.1.8.27,NF.2.8.27,NF.3.8.27,NP.1.8.27,NP.3.8.27,NPF.1.8.27,NPF.3.8.27,P.1.8.27,P.2.8.27,P.3.8.27,PF.1.8.27,PF.2.8.27,PF.3.8.27,C.1.9.3,C.2.9.3,C.3.9.3,F.1.9.3,F.2.9.3,F.3.9.3,N.1.9.3,N.2.9.3,NF.1.9.3,NF.2.9.3,NF.3.9.3,NP.1.9.3,NP.2.9.3,NP.3.9.3,NPF.2.9.3,NPF.3.9.3,P.1.9.3,P.2.9.3,PF.1.9.3,PF.2.9.3,PF.3.9.3,C.1.9.7,C.3.9.7,F.1.9.7,F.2.9.7,F.3.9.7,N.1.9.7,N.2.9.7,N.3.9.7,NF.1.9.7,NF.2.9.7,NF.3.9.7,NP.2.9.7,NPF.1.9.7,NPF.2.9.7,NPF.3.9.7,NPF.4.9.7,P.1.9.7,P.2.9.7,P.3.9.7,PF.1.9.7,PF.2.9.7,PF.3.9.7,C.1.9.8,C.3.9.8,F.1.9.8,F.2.9.8,F.3.9.8,N.1.9.8,N.2.9.8,N.3.9.8,NF.1.9.8,NF.2.9.8,NF.3.9.8,NP.1.9.8,NP.3.9.8,NP.4.9.8,NPF.1.9.8,NPF.2.9.8,NPF.3.9.8,P.1.9.8,P.3.9.8,PF.1.9.8,PF.3.9.8,C.1.8.27,C.2.9.7,C.2.9.8,F.1.8.11,F.3.8.11,N.1.8.11,N.1.8.27,N.2.8.27,N.3.9.3,NF.2.8.11,NP.2.8.27,NP.2.9.8,NPF.1.9.3,PF.2.9.8,Feature.ID,Taxon,Group
0.013119534,0,0,0,0.008272059,0,0,0,0,0,0,0,0,0,0.015414258,0.003827751,0.014848658,0,0.006696429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006097561,0,0.008316008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009943796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015810277,0,0,0,0,0,0,0,0,0,88f67ad067df1b438c3d63f8541eac57,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Dinoflagellate
0,0,0,0,0.008272059,0,0.005405405,0,0,0,0,0,0.004672897,0.004268943,0,0.002870813,0,0.005120328,0.005357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004685408,0.017839445,0,0,0,0,0,0,0.000484848,0,0.001146789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001509054,0,0.002439024,0,0,0,0,0,0,0,0,0,0,0.00250501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006355932,0,0,0,0,0.000453104,0,0,0,7d407a49deedc8173f8f2a1c5f02b4c7,Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1C;MAST-1C_X;MAST-1C_XX;MAST-1C_XX_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002198339,0,0.00661591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f8fa2f4c1db5cb7d0b9a023ae3e67130,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X,Other Eukaryote
0.021865889,0.018099548,0,0,0.012867647,0,0,0,0,0,0,0,0,0,0.021194605,0.012440191,0.01541976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018445323,0.012711864,0,0,0,0,0,0,0,0,acb76c5eed3cfc61f90ada6646422141,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;,Other Eukaryote
0,0.004524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001713307,0,0,0.017951426,0,0,0.023965142,0.006060606,0.002176279,0.007377599,0,0.001694341,0,0.006838906,0,0.001819284,0,0,0,0,0.016786571,0.020700637,0,0,0.014405762,0,0,0,0,0.002973241,0.001753873,0,0.00025,0,0,0,0,0,0,0,0,0,0,0.002161695,0,0,0,0,0,0,0,0,0,0,0.000335345,0,0,0,0,0,0,0,0,0,0,0,0,0.000501002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15722df2e43b345e2ee0e94e5d55fe50,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-44;Dino-Group-II-Clade-44_X;Dino-Group-II-Clade-44_X_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002703921,0,0,0,0,0.00111309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935384,0,0,0,0,0,0,0.002852349,0,0,0,0,0,0,0.000126263,0,0.001837519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72c5bc08bca43147ad4eeb1ab398b9b6,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Rhizochromulinales,Other Eukaryote
0,0.009049774,0,0,0,0,0.012612613,0,0.00388601,0,0.009009009,0,0.004672897,0.003201708,0,0.00446571,0,0.002560164,0.002678571,0.010559662,0.009957326,0,0,0.004545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006369427,0,0.005420054,0.010804322,0.004158004,0,0,0,0.001982161,0,0,0,0,0,0,0,0,0,0,0,0,0.003541913,0,0,0,0,0.002844141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001802614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010540184,0,0,0,0,0.003623188,0,0,0,0,fa392198fb0479c2e3ae497dba9a363b,Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XX_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0.029595016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007712082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007572057,0,0,0,0,0,0,0,0,0,0,0,0.002678571,0,0,0,0.00464828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007148985,0,0,0,0,0,0,0,0,0,0,0,0,01fd6b2492b436a443309f2c58bd9f5f,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae,Dinoflagellate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001694591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad34d8efbfc334bcd962df2bea07a0a0,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Rhizosolenia,Diatom
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014716091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001502196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25bb4eb960382b914970c45958290032,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001338688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005440943,0.001996451,0.001110174,0,0,0.000287233,0,0,0.000331273,0.0007724,0,0,0,0,0,0,0,0,0.003108808,0,0,0,0,0,0,0,0,0,0,0,0,0,60ead25ac2ef49c44edeeb1352ce1f7a,Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytriales;Thraustochytriaceae;Sicyoidochytrium;Sicyoidochytrium_minutum;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010816658,0,0,0,0,0,0,0,0,0.009770396,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0.000399772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003243243,0,0,0,0,0,0,0,04bf73ca8746011171b4e99f2e8ec2cf,Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1C;MAST-1C_X;MAST-1C_XX;MAST-1C_XX_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024253731,0,0,0,0.004384683,0,0,0,0,0,0,0,0,0,0,0,0,0.002161695,0.001202405,0,0.015102828,0,0,0.003351955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007148985,0,0,0,0,0,0,0,0,0,0,0,0,7c45152f26bff971bac717828437a293,Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;,Ciliate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010709505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047774,0,0,0.002386635,0,0,0,0,0,0,0.000404437,0.000892623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001715756,0,0,0,0,0,0.002920987,0,0,0,0,0,0,d26043300ad4e6181818d05cfa7a09a0,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Dinoflagellate
0,0,0.002068252,0,0,0,0,0,0,0,0.006756757,0,0,0,0,0,0,0.00921659,0,0.003167899,0,0,0,0,0,0,0,0,0,0,0,0.001617142,0.001490313,0.001028542,0.001213592,0.002232143,0,0,0.607843137,0.001355014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002242871,0,0,0,0.000310849,0,0,0,0,0,0.000242084,0,0,0,0,0.000723871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e8aeb97da437660e0fe2cacc0341377c,Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Bicoecales;Bicoecaceae;Bicosoeca;Bicosoeca_vacillans;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002442599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566765,0,0,0,0,0,0,0,0.000165637,0,0,0,0,0.000389777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074829932,0,0,51babfaa76a02c2379bfa5390a8e1ea5,Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003964321,0,0,0,0.003558719,0.00078534,0.000938212,0,0,0,0,0,0.004604979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001948884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,da7864fb1f7f5fc67711bfdb1a963df4,Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Bicoecales;Bicoecaceae;Bicoecaceae_X;Bicoecaceae_X_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001536098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0.00240096,0,0,0,0.007362784,0,0.001753873,0,0,0,0,0,0,0,0,0.003472222,0,0,0,0,0,0,0,0,0,0,0.004506196,0,0,0,0,0,0,0,0,0,0,0,0.001072961,0,0.003750426,0,0.000275444,0.001503006,0.001051525,0,0.001709819,0,0,0.00111309,0,0.000608828,0,0,0,0,0,0,0,0,0,0,0.005577936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ed6fb6e47565d3e262d60b0f8d6cc961,Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma_eleuthera;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006379585,0,0,0,0.004223865,0,0,0,0,0,0,0,0.003049814,0,0,0,0.004851425,0,0,0,0,0,0.006369427,0,0,0,0,0,0.017746914,0,0,0.004969307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006813627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004145078,0,0,0,0,0,0,0,0,0,0,0,0,0,28e75f01eb01ac111e7f860da3e0c454,Eukaryota;Hacrobia;Haptophyta;Haptophyta_Clade_HAP5;Haptophyta_Clade_HAP5_X;Haptophyta_Clade_HAP5_XX;Haptophyta_Clade_HAP5_XXX;Haptophyta_Clade_HAP5_XXX_sp.;,Haptophyte
0.002915452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008997429,0,0,0,0.006383778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011773547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486131,0,0,0,0,0,0,0,0,0,0,0,0,dc21d656c46b65c46b5eb7f270af1ffb,Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;DSPD-1;DSPD-1_X;DSPD-1_X_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571445,0,0,0,0,0,0,0,0,0,0,0,0.003411432,0,0.000462963,0,0,0.004589963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77e135154b11ee11818092ab8e367da6,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate,Diatom
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012743125,0,0,0,0.004559271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462214,0,0,0,0,0,0.003534704,0,0,0,0.004506196,0,0,0,0,0,0,0,0,0,0,0.003244997,0,0,0,0,0,0.003256513,0.002103049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001190476,0,0,0.000799543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5de0fc4c353a8753b1857e24a57e7f14,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium_bipes;,Dinoflagellate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015949605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b36ce115aba2cc4c5c9775e302f854af,Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX;Stramenopiles_XXXXX_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571102,0,0,0,0,0,0.003740648,0,0,0,0,0,0,0,0.000955597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e3617e3fb255fada66ec597257354c0,Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulales;Labyrinthulaceae;Labyrinthulaceae_X;Labyrinthulaceae_X_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004267425,0,0,0,0,0,0,0,0,0.004559271,0,0,0,0,0,0,0,0,0,0.005420054,0,0,0,0,0,0,0,0,0,0,0.002094241,0,0,0.007968127,0,0,0,0,0,0,0,0,0.001285347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022797927,0.00943666,0,0,0,0,0.001081081,0,0,0,0,0,0,0,176ab6390cf71744743a1b4989426783,Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_I;Strobilidiidae_I_X;Strobilidiidae_I_X_sp.;,Ciliate
0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0.003264418,0.001341382,0,0.003388682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010261194,0,0.001338688,0,0.005846244,0,0,0,0,0,0,0,0,0,0.003928819,0,0,0.010808474,0.001603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004750594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001143838,0,0,0,0,0,0.001898642,0,0,0,0,0,0,f5aface9bfcb479cc79933ebca2755d8,Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida,Ciliate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009370817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931272,0,0,0,0,0,0.004345727,0,0,0,0,0,0.000635544,0,0,0,0,0,0,0.000760977,0,0,0.000905087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000909091,0,0c29168357deea4d569a03d25750d87a,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;,Haptophyte
0.013119534,0.015837104,0.003102378,0,0.005514706,0,0,0.013539652,0,0.025104603,0.011261261,0,0.018691589,0.003201708,0.013487476,0.002551834,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0.001126761,0,0,0,0,0,0.00151699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013175231,0.014830508,0,0,0,0.004528986,0,0,0,0,ae15b2a3a8989a1e8611d262ec9c7f16,Eukaryota;Stramenopiles;Sagenista;MAST-7;MAST-7B;MAST-7B_X;MAST-7B_XX;MAST-7B_XX_sp.;,Other Eukaryote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012552754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3cf0205372b7e15d45767727325fc5c2,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate,Diatom
0,0,0.003102378,0,0,0,0,0,0,0,0,0,0,0.003201708,0,0.003189793,0.003426613,0,0,0.004223865,0,0,0,0,0,0,0,0,0,0,0,0.001010714,0,0,0,0,0,0,0,0,0,0,0,0.011574074,0,0.010901883,0.002338498,0,0,0,0,0,0,0,0,0.00462963,0,0,0.006493506,0,0.003206413,0,0,0,0,0,0.001502065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101777,0.002004008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0,0,0,0,0.003623188,0,0,0,0,064aab3d0ae32f645e5db0890eeec692,Eukaryota;Hacrobia;Haptophyta;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;,Haptophyte
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037131882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041728763,4b7700872e178acc02527481455dff84,Eukaryota;Stramenopiles;Ochrophyta;Synchromophyceae;Synchromadales;Synchromaceae;Synchroma;Synchroma_pusillum;,Other Eukaryote
